Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
313.15	13.500	17124.	5.8396e-05	11.966	12.755	55.724	41.495	129.53	393.50	1.1513	64.171	0.081852	supercritical
313.15	13.524	17135.	5.8359e-05	11.962	12.751	55.708	41.486	129.29	394.09	1.1468	64.246	0.081912	supercritical
313.15	13.548	17146.	5.8321e-05	11.957	12.747	55.692	41.477	129.05	394.68	1.1424	64.321	0.081971	supercritical
313.15	13.572	17157.	5.8285e-05	11.953	12.744	55.676	41.468	128.82	395.27	1.1381	64.395	0.082031	supercritical
313.15	13.596	17168.	5.8248e-05	11.948	12.740	55.661	41.460	128.58	395.85	1.1337	64.470	0.082090	supercritical
313.15	13.620	17179.	5.8211e-05	11.944	12.737	55.645	41.451	128.35	396.44	1.1294	64.544	0.082149	supercritical
313.15	13.644	17190.	5.8175e-05	11.940	12.733	55.630	41.443	128.12	397.02	1.1252	64.617	0.082208	supercritical
313.15	13.668	17200.	5.8139e-05	11.935	12.730	55.614	41.434	127.89	397.60	1.1209	64.691	0.082267	supercritical
313.15	13.692	17211.	5.8103e-05	11.931	12.727	55.599	41.426	127.67	398.18	1.1167	64.764	0.082326	supercritical
313.15	13.716	17221.	5.8067e-05	11.927	12.723	55.583	41.418	127.44	398.75	1.1125	64.838	0.082385	supercritical
313.15	13.740	17232.	5.8032e-05	11.922	12.720	55.568	41.409	127.22	399.33	1.1084	64.910	0.082443	supercritical
313.15	13.764	17242.	5.7997e-05	11.918	12.716	55.553	41.401	127.00	399.90	1.1042	64.983	0.082501	supercritical
313.15	13.788	17253.	5.7961e-05	11.914	12.713	55.538	41.393	126.78	400.47	1.1001	65.056	0.082560	supercritical
313.15	13.812	17263.	5.7927e-05	11.910	12.710	55.523	41.385	126.56	401.04	1.0961	65.128	0.082618	supercritical
313.15	13.836	17274.	5.7892e-05	11.905	12.706	55.508	41.377	126.35	401.61	1.0920	65.200	0.082676	supercritical
313.15	13.860	17284.	5.7857e-05	11.901	12.703	55.493	41.369	126.14	402.18	1.0880	65.272	0.082733	supercritical
313.15	13.884	17294.	5.7823e-05	11.897	12.700	55.478	41.362	125.93	402.74	1.0840	65.343	0.082791	supercritical
313.15	13.908	17304.	5.7789e-05	11.893	12.697	55.463	41.354	125.72	403.30	1.0800	65.415	0.082849	supercritical
313.15	13.932	17315.	5.7755e-05	11.889	12.693	55.448	41.346	125.51	403.87	1.0761	65.486	0.082906	supercritical
313.15	13.956	17325.	5.7721e-05	11.884	12.690	55.433	41.338	125.30	404.43	1.0722	65.557	0.082963	supercritical
313.15	13.980	17335.	5.7688e-05	11.880	12.687	55.419	41.331	125.10	404.98	1.0683	65.627	0.083020	supercritical
313.15	14.004	17345.	5.7654e-05	11.876	12.684	55.404	41.323	124.89	405.54	1.0644	65.698	0.083077	supercritical
313.15	14.028	17355.	5.7621e-05	11.872	12.680	55.389	41.316	124.69	406.10	1.0605	65.768	0.083134	supercritical
313.15	14.052	17365.	5.7588e-05	11.868	12.677	55.375	41.308	124.49	406.65	1.0567	65.838	0.083191	supercritical
313.15	14.076	17375.	5.7555e-05	11.864	12.674	55.360	41.301	124.30	407.20	1.0529	65.908	0.083248	supercritical
313.15	14.100	17385.	5.7522e-05	11.860	12.671	55.346	41.294	124.10	407.75	1.0492	65.978	0.083304	supercritical
313.15	14.124	17394.	5.7490e-05	11.856	12.668	55.332	41.286	123.91	408.30	1.0454	66.048	0.083360	supercritical
313.15	14.148	17404.	5.7457e-05	11.852	12.665	55.317	41.279	123.71	408.85	1.0417	66.117	0.083417	supercritical
313.15	14.172	17414.	5.7425e-05	11.848	12.662	55.303	41.272	123.52	409.39	1.0380	66.186	0.083473	supercritical
313.15	14.196	17424.	5.7393e-05	11.844	12.659	55.289	41.265	123.33	409.94	1.0343	66.255	0.083529	supercritical
313.15	14.220	17433.	5.7361e-05	11.840	12.656	55.275	41.258	123.14	410.48	1.0307	66.324	0.083585	supercritical
313.15	14.244	17443.	5.7330e-05	11.836	12.653	55.261	41.251	122.95	411.02	1.0270	66.392	0.083640	supercritical
313.15	14.268	17453.	5.7298e-05	11.832	12.649	55.247	41.244	122.77	411.56	1.0234	66.460	0.083696	supercritical
313.15	14.292	17462.	5.7267e-05	11.828	12.646	55.233	41.237	122.58	412.10	1.0198	66.529	0.083751	supercritical
313.15	14.316	17472.	5.7236e-05	11.824	12.643	55.219	41.230	122.40	412.64	1.0163	66.597	0.083807	supercritical
313.15	14.340	17481.	5.7204e-05	11.820	12.641	55.205	41.224	122.22	413.17	1.0127	66.664	0.083862	supercritical
313.15	14.364	17491.	5.7174e-05	11.816	12.638	55.191	41.217	122.04	413.71	1.0092	66.732	0.083917	supercritical
313.15	14.388	17500.	5.7143e-05	11.812	12.635	55.177	41.210	121.86	414.24	1.0057	66.799	0.083972	supercritical
313.15	14.412	17509.	5.7112e-05	11.809	12.632	55.163	41.203	121.68	414.77	1.0022	66.867	0.084027	supercritical
313.15	14.436	17519.	5.7082e-05	11.805	12.629	55.150	41.197	121.51	415.30	0.99876	66.934	0.084082	supercritical
313.15	14.460	17528.	5.7051e-05	11.801	12.626	55.136	41.190	121.33	415.83	0.99532	67.001	0.084136	supercritical
313.15	14.484	17537.	5.7021e-05	11.797	12.623	55.122	41.184	121.16	416.36	0.99190	67.067	0.084191	supercritical
313.15	14.508	17547.	5.6991e-05	11.793	12.620	55.109	41.177	120.99	416.89	0.98850	67.134	0.084245	supercritical
313.15	14.532	17556.	5.6961e-05	11.789	12.617	55.095	41.171	120.82	417.41	0.98512	67.200	0.084299	supercritical
313.15	14.556	17565.	5.6932e-05	11.786	12.614	55.082	41.165	120.65	417.93	0.98176	67.266	0.084353	supercritical
313.15	14.580	17574.	5.6902e-05	11.782	12.612	55.068	41.158	120.48	418.46	0.97843	67.332	0.084407	supercritical
